media_id;concept_name;concept_value;date(GMT);image_url;short_url;
1494265927112512038;water;0.97635484;2017-04-16 13:46:41;https://scontent-sea1-1.cdninstagram.com/t51.2885-15/e35/17882301_2059120227648314_2722830689513766912_n.jpg;https://instagram.com/p/BS8svGZgtIm;
1494265927112512038;leisure;0.9757191;2017-04-16 13:46:41;https://scontent-sea1-1.cdninstagram.com/t51.2885-15/e35/17882301_2059120227648314_2722830689513766912_n.jpg;https://instagram.com/p/BS8svGZgtIm;
1494265927112512038;outdoors;0.9749023;2017-04-16 13:46:41;https://scontent-sea1-1.cdninstagram.com/t51.2885-15/e35/17882301_2059120227648314_2722830689513766912_n.jpg;https://instagram.com/p/BS8svGZgtIm;
1494265927112512038;nature;0.97332275;2017-04-16 13:46:41;https://scontent-sea1-1.cdninstagram.com/t51.2885-15/e35/17882301_2059120227648314_2722830689513766912_n.jpg;https://instagram.com/p/BS8svGZgtIm;
1494265927112512038;winter;0.97294784;2017-04-16 13:46:41;https://scontent-sea1-1.cdninstagram.com/t51.2885-15/e35/17882301_2059120227648314_2722830689513766912_n.jpg;https://instagram.com/p/BS8svGZgtIm;
1494265927112512038;wood;0.97244406;2017-04-16 13:46:41;https://scontent-sea1-1.cdninstagram.com/t51.2885-15/e35/17882301_2059120227648314_2722830689513766912_n.jpg;https://instagram.com/p/BS8svGZgtIm;
1494265927112512038;recreation;0.96735764;2017-04-16 13:46:41;https://scontent-sea1-1.cdninstagram.com/t51.2885-15/e35/17882301_2059120227648314_2722830689513766912_n.jpg;https://instagram.com/p/BS8svGZgtIm;
1494265927112512038;fun;0.9594686;2017-04-16 13:46:41;https://scontent-sea1-1.cdninstagram.com/t51.2885-15/e35/17882301_2059120227648314_2722830689513766912_n.jpg;https://instagram.com/p/BS8svGZgtIm;
1494265927112512038;man;0.9548895;2017-04-16 13:46:41;https://scontent-sea1-1.cdninstagram.com/t51.2885-15/e35/17882301_2059120227648314_2722830689513766912_n.jpg;https://instagram.com/p/BS8svGZgtIm;
1494265927112512038;tree;0.9501244;2017-04-16 13:46:41;https://scontent-sea1-1.cdninstagram.com/t51.2885-15/e35/17882301_2059120227648314_2722830689513766912_n.jpg;https://instagram.com/p/BS8svGZgtIm;
1494265927112512038;adventure;0.947322;2017-04-16 13:46:41;https://scontent-sea1-1.cdninstagram.com/t51.2885-15/e35/17882301_2059120227648314_2722830689513766912_n.jpg;https://instagram.com/p/BS8svGZgtIm;
1494265927112512038;lifestyle;0.94076765;2017-04-16 13:46:41;https://scontent-sea1-1.cdninstagram.com/t51.2885-15/e35/17882301_2059120227648314_2722830689513766912_n.jpg;https://instagram.com/p/BS8svGZgtIm;
1494265927112512038;motion;0.9405159;2017-04-16 13:46:41;https://scontent-sea1-1.cdninstagram.com/t51.2885-15/e35/17882301_2059120227648314_2722830689513766912_n.jpg;https://instagram.com/p/BS8svGZgtIm;
1494265927112512038;cold;0.938766;2017-04-16 13:46:41;https://scontent-sea1-1.cdninstagram.com/t51.2885-15/e35/17882301_2059120227648314_2722830689513766912_n.jpg;https://instagram.com/p/BS8svGZgtIm;
1494265927112512038;snow;0.9356731;2017-04-16 13:46:41;https://scontent-sea1-1.cdninstagram.com/t51.2885-15/e35/17882301_2059120227648314_2722830689513766912_n.jpg;https://instagram.com/p/BS8svGZgtIm;
1494265927112512038;river;0.9282493;2017-04-16 13:46:41;https://scontent-sea1-1.cdninstagram.com/t51.2885-15/e35/17882301_2059120227648314_2722830689513766912_n.jpg;https://instagram.com/p/BS8svGZgtIm;
1494265927112512038;ice;0.92595035;2017-04-16 13:46:41;https://scontent-sea1-1.cdninstagram.com/t51.2885-15/e35/17882301_2059120227648314_2722830689513766912_n.jpg;https://instagram.com/p/BS8svGZgtIm;
1494265927112512038;child;0.9258568;2017-04-16 13:46:41;https://scontent-sea1-1.cdninstagram.com/t51.2885-15/e35/17882301_2059120227648314_2722830689513766912_n.jpg;https://instagram.com/p/BS8svGZgtIm;
1494265927112512038;active;0.92493355;2017-04-16 13:46:41;https://scontent-sea1-1.cdninstagram.com/t51.2885-15/e35/17882301_2059120227648314_2722830689513766912_n.jpg;https://instagram.com/p/BS8svGZgtIm;
1494265927112512038;people;0.92008567;2017-04-16 13:46:41;https://scontent-sea1-1.cdninstagram.com/t51.2885-15/e35/17882301_2059120227648314_2722830689513766912_n.jpg;https://instagram.com/p/BS8svGZgtIm;
1492076268764587727;tree;0.99495316;2017-04-13 13:16:13;https://scontent-sea1-1.cdninstagram.com/t51.2885-15/e35/17882379_245371335936943_5984721891124838400_n.jpg;https://instagram.com/p/BS063YJgObP;
