media_id;concept_name;concept_value;date(GMT);image_url;short_url;
1309367613759095390;woman;0.9469321;2016-08-04 11:06:44;https://scontent-sea1-1.cdninstagram.com/t51.2885-15/s1080x1080/e15/fr/13737020_638538676317506_935909832_n.jpg;https://instagram.com/p/BIrzuhKgwJe;
1309367613759095390;fashion;0.9463506;2016-08-04 11:06:44;https://scontent-sea1-1.cdninstagram.com/t51.2885-15/s1080x1080/e15/fr/13737020_638538676317506_935909832_n.jpg;https://instagram.com/p/BIrzuhKgwJe;
1309367613759095390;nature;0.9295682;2016-08-04 11:06:44;https://scontent-sea1-1.cdninstagram.com/t51.2885-15/s1080x1080/e15/fr/13737020_638538676317506_935909832_n.jpg;https://instagram.com/p/BIrzuhKgwJe;
1309367613759095390;people;0.91653484;2016-08-04 11:06:44;https://scontent-sea1-1.cdninstagram.com/t51.2885-15/s1080x1080/e15/fr/13737020_638538676317506_935909832_n.jpg;https://instagram.com/p/BIrzuhKgwJe;
1309367613759095390;glamour;0.8961518;2016-08-04 11:06:44;https://scontent-sea1-1.cdninstagram.com/t51.2885-15/s1080x1080/e15/fr/13737020_638538676317506_935909832_n.jpg;https://instagram.com/p/BIrzuhKgwJe;
1309367613759095390;portrait;0.89112854;2016-08-04 11:06:44;https://scontent-sea1-1.cdninstagram.com/t51.2885-15/s1080x1080/e15/fr/13737020_638538676317506_935909832_n.jpg;https://instagram.com/p/BIrzuhKgwJe;
1309367613759095390;young;0.8908751;2016-08-04 11:06:44;https://scontent-sea1-1.cdninstagram.com/t51.2885-15/s1080x1080/e15/fr/13737020_638538676317506_935909832_n.jpg;https://instagram.com/p/BIrzuhKgwJe;
1309367613759095390;beautiful;0.8867731;2016-08-04 11:06:44;https://scontent-sea1-1.cdninstagram.com/t51.2885-15/s1080x1080/e15/fr/13737020_638538676317506_935909832_n.jpg;https://instagram.com/p/BIrzuhKgwJe;
1309367613759095390;girl;0.876629;2016-08-04 11:06:44;https://scontent-sea1-1.cdninstagram.com/t51.2885-15/s1080x1080/e15/fr/13737020_638538676317506_935909832_n.jpg;https://instagram.com/p/BIrzuhKgwJe;
1309367613759095390;sexy;0.8684971;2016-08-04 11:06:44;https://scontent-sea1-1.cdninstagram.com/t51.2885-15/s1080x1080/e15/fr/13737020_638538676317506_935909832_n.jpg;https://instagram.com/p/BIrzuhKgwJe;
1309367613759095390;skin;0.86428094;2016-08-04 11:06:44;https://scontent-sea1-1.cdninstagram.com/t51.2885-15/s1080x1080/e15/fr/13737020_638538676317506_935909832_n.jpg;https://instagram.com/p/BIrzuhKgwJe;
1309367613759095390;elegant;0.845244;2016-08-04 11:06:44;https://scontent-sea1-1.cdninstagram.com/t51.2885-15/s1080x1080/e15/fr/13737020_638538676317506_935909832_n.jpg;https://instagram.com/p/BIrzuhKgwJe;
1309367613759095390;hair;0.84432435;2016-08-04 11:06:44;https://scontent-sea1-1.cdninstagram.com/t51.2885-15/s1080x1080/e15/fr/13737020_638538676317506_935909832_n.jpg;https://instagram.com/p/BIrzuhKgwJe;
1309367613759095390;eye;0.8414077;2016-08-04 11:06:44;https://scontent-sea1-1.cdninstagram.com/t51.2885-15/s1080x1080/e15/fr/13737020_638538676317506_935909832_n.jpg;https://instagram.com/p/BIrzuhKgwJe;
1309367613759095390;summer;0.840417;2016-08-04 11:06:44;https://scontent-sea1-1.cdninstagram.com/t51.2885-15/s1080x1080/e15/fr/13737020_638538676317506_935909832_n.jpg;https://instagram.com/p/BIrzuhKgwJe;
1309367613759095390;bright;0.8399918;2016-08-04 11:06:44;https://scontent-sea1-1.cdninstagram.com/t51.2885-15/s1080x1080/e15/fr/13737020_638538676317506_935909832_n.jpg;https://instagram.com/p/BIrzuhKgwJe;
1309367613759095390;pretty;0.8336716;2016-08-04 11:06:44;https://scontent-sea1-1.cdninstagram.com/t51.2885-15/s1080x1080/e15/fr/13737020_638538676317506_935909832_n.jpg;https://instagram.com/p/BIrzuhKgwJe;
1309367613759095390;outdoors;0.8159818;2016-08-04 11:06:44;https://scontent-sea1-1.cdninstagram.com/t51.2885-15/s1080x1080/e15/fr/13737020_638538676317506_935909832_n.jpg;https://instagram.com/p/BIrzuhKgwJe;
1309367613759095390;cute;0.8046374;2016-08-04 11:06:44;https://scontent-sea1-1.cdninstagram.com/t51.2885-15/s1080x1080/e15/fr/13737020_638538676317506_935909832_n.jpg;https://instagram.com/p/BIrzuhKgwJe;
1309367613759095390;model;0.80356616;2016-08-04 11:06:44;https://scontent-sea1-1.cdninstagram.com/t51.2885-15/s1080x1080/e15/fr/13737020_638538676317506_935909832_n.jpg;https://instagram.com/p/BIrzuhKgwJe;
1308738483568799114;sunset;0.9958726;2016-08-03 14:16:46;https://scontent-sea1-1.cdninstagram.com/t51.2885-15/e35/13658611_1727288700873557_1934576764_n.jpg;https://instagram.com/p/BIpkreBAG2K;
1308738483568799114;water;0.9954425;2016-08-03 14:16:46;https://scontent-sea1-1.cdninstagram.com/t51.2885-15/e35/13658611_1727288700873557_1934576764_n.jpg;https://instagram.com/p/BIpkreBAG2K;
1308738483568799114;dawn;0.99074984;2016-08-03 14:16:46;https://scontent-sea1-1.cdninstagram.com/t51.2885-15/e35/13658611_1727288700873557_1934576764_n.jpg;https://instagram.com/p/BIpkreBAG2K;
1308738483568799114;sea;0.9797517;2016-08-03 14:16:46;https://scontent-sea1-1.cdninstagram.com/t51.2885-15/e35/13658611_1727288700873557_1934576764_n.jpg;https://instagram.com/p/BIpkreBAG2K;
1308738483568799114;ocean;0.9794471;2016-08-03 14:16:46;https://scontent-sea1-1.cdninstagram.com/t51.2885-15/e35/13658611_1727288700873557_1934576764_n.jpg;https://instagram.com/p/BIpkreBAG2K;
1308738483568799114;sun;0.9736451;2016-08-03 14:16:46;https://scontent-sea1-1.cdninstagram.com/t51.2885-15/e35/13658611_1727288700873557_1934576764_n.jpg;https://instagram.com/p/BIpkreBAG2K;
1308738483568799114;beach;0.97342014;2016-08-03 14:16:46;https://scontent-sea1-1.cdninstagram.com/t51.2885-15/e35/13658611_1727288700873557_1934576764_n.jpg;https://instagram.com/p/BIpkreBAG2K;
1308738483568799114;no person;0.9621887;2016-08-03 14:16:46;https://scontent-sea1-1.cdninstagram.com/t51.2885-15/e35/13658611_1727288700873557_1934576764_n.jpg;https://instagram.com/p/BIpkreBAG2K;
1308738483568799114;evening;0.9607296;2016-08-03 14:16:46;https://scontent-sea1-1.cdninstagram.com/t51.2885-15/e35/13658611_1727288700873557_1934576764_n.jpg;https://instagram.com/p/BIpkreBAG2K;
1308738483568799114;watercraft;0.95092106;2016-08-03 14:16:46;https://scontent-sea1-1.cdninstagram.com/t51.2885-15/e35/13658611_1727288700873557_1934576764_n.jpg;https://instagram.com/p/BIpkreBAG2K;
1308738483568799114;seascape;0.94291294;2016-08-03 14:16:46;https://scontent-sea1-1.cdninstagram.com/t51.2885-15/e35/13658611_1727288700873557_1934576764_n.jpg;https://instagram.com/p/BIpkreBAG2K;
1308738483568799114;dusk;0.94056034;2016-08-03 14:16:46;https://scontent-sea1-1.cdninstagram.com/t51.2885-15/e35/13658611_1727288700873557_1934576764_n.jpg;https://instagram.com/p/BIpkreBAG2K;
1308738483568799114;landscape;0.93413055;2016-08-03 14:16:46;https://scontent-sea1-1.cdninstagram.com/t51.2885-15/e35/13658611_1727288700873557_1934576764_n.jpg;https://instagram.com/p/BIpkreBAG2K;
1308738483568799114;boat;0.9277507;2016-08-03 14:16:46;https://scontent-sea1-1.cdninstagram.com/t51.2885-15/e35/13658611_1727288700873557_1934576764_n.jpg;https://instagram.com/p/BIpkreBAG2K;
1308738483568799114;backlit;0.9225334;2016-08-03 14:16:46;https://scontent-sea1-1.cdninstagram.com/t51.2885-15/e35/13658611_1727288700873557_1934576764_n.jpg;https://instagram.com/p/BIpkreBAG2K;
1308738483568799114;sky;0.9215343;2016-08-03 14:16:46;https://scontent-sea1-1.cdninstagram.com/t51.2885-15/e35/13658611_1727288700873557_1934576764_n.jpg;https://instagram.com/p/BIpkreBAG2K;
1308738483568799114;reflection;0.91978973;2016-08-03 14:16:46;https://scontent-sea1-1.cdninstagram.com/t51.2885-15/e35/13658611_1727288700873557_1934576764_n.jpg;https://instagram.com/p/BIpkreBAG2K;
