media_id;concept_name;concept_value;date(GMT);image_url;short_url;
1437196529512409822;people;0.9732591;2017-01-27 19:59:58;https://scontent-sea1-1.cdninstagram.com/t51.2885-15/e35/16110610_1040093129467647_2335925003104550912_n.jpg;https://instagram.com/p/BPx8qEGAure;
1437196529512409822;woman;0.9614056;2017-01-27 19:59:58;https://scontent-sea1-1.cdninstagram.com/t51.2885-15/e35/16110610_1040093129467647_2335925003104550912_n.jpg;https://instagram.com/p/BPx8qEGAure;
1437196529512409822;indoors;0.95139855;2017-01-27 19:59:58;https://scontent-sea1-1.cdninstagram.com/t51.2885-15/e35/16110610_1040093129467647_2335925003104550912_n.jpg;https://instagram.com/p/BPx8qEGAure;
1437196529512409822;man;0.9456266;2017-01-27 19:59:58;https://scontent-sea1-1.cdninstagram.com/t51.2885-15/e35/16110610_1040093129467647_2335925003104550912_n.jpg;https://instagram.com/p/BPx8qEGAure;
1437196529512409822;business;0.94536453;2017-01-27 19:59:58;https://scontent-sea1-1.cdninstagram.com/t51.2885-15/e35/16110610_1040093129467647_2335925003104550912_n.jpg;https://instagram.com/p/BPx8qEGAure;
1437196529512409822;election;0.9379889;2017-01-27 19:59:58;https://scontent-sea1-1.cdninstagram.com/t51.2885-15/e35/16110610_1040093129467647_2335925003104550912_n.jpg;https://instagram.com/p/BPx8qEGAure;
1437196529512409822;drag race;0.93586046;2017-01-27 19:59:58;https://scontent-sea1-1.cdninstagram.com/t51.2885-15/e35/16110610_1040093129467647_2335925003104550912_n.jpg;https://instagram.com/p/BPx8qEGAure;
1437196529512409822;military;0.9281806;2017-01-27 19:59:58;https://scontent-sea1-1.cdninstagram.com/t51.2885-15/e35/16110610_1040093129467647_2335925003104550912_n.jpg;https://instagram.com/p/BPx8qEGAure;
1437196529512409822;administration;0.9212832;2017-01-27 19:59:58;https://scontent-sea1-1.cdninstagram.com/t51.2885-15/e35/16110610_1040093129467647_2335925003104550912_n.jpg;https://instagram.com/p/BPx8qEGAure;
1437196529512409822;offense;0.91719496;2017-01-27 19:59:58;https://scontent-sea1-1.cdninstagram.com/t51.2885-15/e35/16110610_1040093129467647_2335925003104550912_n.jpg;https://instagram.com/p/BPx8qEGAure;
1437196529512409822;banking;0.9157889;2017-01-27 19:59:58;https://scontent-sea1-1.cdninstagram.com/t51.2885-15/e35/16110610_1040093129467647_2335925003104550912_n.jpg;https://instagram.com/p/BPx8qEGAure;
1437196529512409822;one;0.90130126;2017-01-27 19:59:58;https://scontent-sea1-1.cdninstagram.com/t51.2885-15/e35/16110610_1040093129467647_2335925003104550912_n.jpg;https://instagram.com/p/BPx8qEGAure;
1437196529512409822;adult;0.8898362;2017-01-27 19:59:58;https://scontent-sea1-1.cdninstagram.com/t51.2885-15/e35/16110610_1040093129467647_2335925003104550912_n.jpg;https://instagram.com/p/BPx8qEGAure;
1437196529512409822;battle;0.88563716;2017-01-27 19:59:58;https://scontent-sea1-1.cdninstagram.com/t51.2885-15/e35/16110610_1040093129467647_2335925003104550912_n.jpg;https://instagram.com/p/BPx8qEGAure;
